id,created_at,text
1225952992668483600,Sat Feb 08 01:22:25 +0000 2020,The Effects of Prenatal Exposure to Temperature Extremes on Birth Outcomes  Xi Chen (@xcyale), Chih Ming Tan, Xiaob… https://t.co/3kiEu7O99K
1225881434419683300,Fri Feb 07 20:38:04 +0000 2020,The Role of Government in Firm Outcomes  Ran Duchin, Zhenyu Gao, Haibing Shu  https://t.co/sv6TfEyLo3 https://t.co/2HX8EaQq8J
1225418951053570000,Thu Feb 06 14:00:19 +0000 2020,The Effects of World War I on the Chinese Textile Industry: Was the World's Trouble China's Opportunity?  Cong Liu… https://t.co/2WRpiOdHbU
1225268116986269700,Thu Feb 06 04:00:58 +0000 2020,Constructing an Identity Scale to Analyze Changes in One China Identity: Evidence From Taiwanese Student Delegation… https://t.co/CY2X0qZ34U
1225258347684696000,Thu Feb 06 03:22:08 +0000 2020,Hard to Get: The Scarcity of Women and the Competition for High-Income Men in Urban China  David Ong, YuYang, Junse… https://t.co/h3uaPpEdnh
1225233645729828900,Thu Feb 06 01:43:59 +0000 2020,Relocating or Redefined: A New Perspective on Urbanization in China  Li Gan, Qing He, Ruichao Si, Daichun Yi… https://t.co/Smw43SwPQM
1223293968189804500,Fri Jan 31 17:16:24 +0000 2020,Oilfields, Mosques and Violence: Is There a Resource Curse in Xinjiang?  Ji Yeon Hong, Wenhui Yang… https://t.co/5DzZXIEVu0
1221976263784427500,Tue Jan 28 02:00:19 +0000 2020,Does Internet Usage Inspire Offline Political Participation? Analyzing the Taiwanese Case  Alex Chuan-hsien Chang… https://t.co/FV2cbKiZ9V
1220164330768846800,Thu Jan 23 02:00:20 +0000 2020,Socioeconomic, Biological, and Community Associations with Old-Age Mortality in China  Yuan Zhang, John A Strauss,… https://t.co/m7yo6I2mAH
1219983138232733700,Wed Jan 22 14:00:21 +0000 2020,Testing the "China Model" of Meritocratic Promotions: Do Democracies Reward Less Competent Ministers Than Autocraci… https://t.co/yRcXRuyNJW
1219801945394729000,Wed Jan 22 02:00:21 +0000 2020,Going Green in China: Firms' Responses to Stricter Environmental Regulations  Haichao Fan, Joshua S. Graff Zivin, Z… https://t.co/NYzmRdON2l
1219620748446195700,Tue Jan 21 14:00:20 +0000 2020,The Political Legacy of Violence During China's Cultural Revolution  Yuhua Wang (@YuhuaWang5)… https://t.co/vssGVpyjZ3
1219439556014956500,Tue Jan 21 02:00:20 +0000 2020,Influencing the Narrative: How the Chinese Government Mobilizes Students and Media to Burnish Its Image  Samantha C… https://t.co/aj2Xd3FbIf
1219258359460683800,Mon Jan 20 14:00:20 +0000 2020,High Sex Ratios and Household Portfolio Choice in China  Wenchao Li, Changcheng Song, Shu Xu, Junjian Yi… https://t.co/AM3aUqGlvb
1217989952958394400,Fri Jan 17 02:00:08 +0000 2020,Power Relations and the Labour Share of Income in China  Hao Qi  https://t.co/3tcQzMIdMc https://t.co/qcSXnIIfyV
1217808759713456000,Thu Jan 16 14:00:08 +0000 2020,Where Have All the Children Gone? an Empirical Study of Child Abandonment and Abduction in China  Xiaojia Bao, Seba… https://t.co/WwgaiLJPCa
1217446521404178400,Wed Jan 15 14:00:44 +0000 2020,The Great Proletarian Cultural Revolution, Disruptions to Education, and the Returns to Schooling in Urban China  J… https://t.co/NEwMC6L7qx
1217265328457052200,Wed Jan 15 02:00:44 +0000 2020,Keeping Up With the Zhangs and House Price Dynamics in China  Raoul Minetti, Tao Peng, Tao Jiang… https://t.co/WuO7aMcxzq
1217084135405043700,Tue Jan 14 14:00:44 +0000 2020,R&amp;D Misallocation in China  Christine Ostrowski  https://t.co/pr5itBiRBx https://t.co/98vQlDPNSc
1216902940012642300,Tue Jan 14 02:00:44 +0000 2020,How Propaganda Manipulates Emotion to Fuel Nationalism: Experimental Evidence From China  Daniel Mattingly (… https://t.co/mm4nhvl5uY
1216721748831264800,Mon Jan 13 14:00:45 +0000 2020,The Spillover of Sibling Education on Own Education and Health in China  Lei Lei  https://t.co/6OtDK7EQNi https://t.co/V0iMyG9GH0
1215634542800695300,Fri Jan 10 14:00:35 +0000 2020,Peer-to-Peer Lenders Versus Banks: Substitutes or Complements?  Huan Tang  https://t.co/kkwWGxgzhM https://t.co/AqyBQUGXpF
1215453353758445600,Fri Jan 10 02:00:36 +0000 2020,Physicians as Persuaders: Evidence From Hospitals in China  Jia Xiang  https://t.co/LP4a249MBs https://t.co/ICZrv06BmI
1215091022805389300,Thu Jan 09 02:00:49 +0000 2020,Gender Inequality in the US Manufacturing Sector: Evidence From Chinese Import Competition  Chan Yu… https://t.co/T3UPqpjCCf
1214909833624735700,Wed Jan 08 14:00:50 +0000 2020,Administrative Barriers, Market Integration and Economic Growth: Evidence From China  Yi Han… https://t.co/TNts5NIlKG
1214728634214178800,Wed Jan 08 02:00:49 +0000 2020,Political Connections and Higher Education: Evidence From China's Economic Liberalization  Maiting Zhuang… https://t.co/5vNVZxLeMX
1214366247250350000,Tue Jan 07 02:00:49 +0000 2020,Trade Policy Shocks and Consumer Prices  Lerong Li  https://t.co/geWfeWghoM https://t.co/1fSlOIdlkZ
1214185054332604400,Mon Jan 06 14:00:50 +0000 2020,Partisan Conflict and Citizens' Democratic Attitudes: How Partisanship Shapes Reactions to Legislative Brawls  Nath… https://t.co/A0UHse5wxL
1205487648300818400,Fri Dec 13 14:00:26 +0000 2019,Domestic Bank-Channeled Foreign Credit– a Blessing or a Curse: Evidence From China  Bo Jiang, Douglas Xu… https://t.co/UuUy9HE4Nl
1205306454934216700,Fri Dec 13 02:00:27 +0000 2019,Female Bosses and Female Employees' Careers: Evidence From Lawyers in Shanghai  Lizi Yu  https://t.co/LLpy87uqgJ https://t.co/5sYAPIKcer
1205125259067834400,Thu Dec 12 14:00:26 +0000 2019,Incentivizing Corruption: An Unintended Consequence of Bureaucratic Promotions in China  Xu Xu… https://t.co/cyzhyTSbki
1204944065076322300,Thu Dec 12 02:00:26 +0000 2019,Mitigating the Air Pollution Effect? the Remarkable Decline in the Pollution-Mortality Relationship in Hong Kong  C… https://t.co/NrFFEsqQ78
1204762872678670300,Wed Dec 11 14:00:26 +0000 2019,Trading Up: On the Growth of Chinese Textile and Apparel Exporters  Chen Daisy Sun  https://t.co/j7owUXnx4d https://t.co/8CXyQaWSKS
1204581677776932900,Wed Dec 11 02:00:26 +0000 2019,International Exposure and the Transmission of Financial Shocks: Evidence From China  Yushan Hu… https://t.co/usa5CckV2D
1204400508007583700,Tue Dec 10 14:00:32 +0000 2019,Sex Imbalance and Female Labor Migration in Rural China:Marriage Market Pressure or Son Preference?  Lu Liu… https://t.co/aEBNGsK9j2
1204219291190669300,Tue Dec 10 02:00:26 +0000 2019,Land-Use Regulation and Economic Development: Evidence From the Farmland Red Line Policy in China  Yue Yu… https://t.co/PcWPU9x1Y9
1204038099115921400,Mon Dec 09 14:00:27 +0000 2019,Information and Corruption: Evidence from China’s Land Auctions  https://t.co/SO7JfOs6iM https://t.co/CQxVtgbunB
1200051784246550500,Thu Nov 28 14:00:15 +0000 2019,Trade-Induced Urbanization and the Making of Modern Agriculture  Yuan Tian, Junjie Xia, Rudai Yang… https://t.co/hHzSP4gJ2l
1199870588719906800,Thu Nov 28 02:00:15 +0000 2019,Childcare Choice and Long-Run Human Capital Outcomes in China  Lei Lei  https://t.co/vx8jMOagpi https://t.co/Pc2wUEMnuh
1199689397425320000,Wed Nov 27 14:00:16 +0000 2019,The Role of Immigrants in the US Labor Market and Chinese Import Competition  Chan Yu  https://t.co/Yw7a4e3niI https://t.co/KrC5xmCs6D
1199508201630240800,Wed Nov 27 02:00:15 +0000 2019,Responsibility-Shifting Through Delegation: Evidence From China's One-Child Policy  Yi Han, Yiming Liu… https://t.co/1EGyjH3UmP
1199327008305619000,Tue Nov 26 14:00:15 +0000 2019,Special Economic Zones: A Welfare Analysis of Labor Market Spillover Effect  Yidan Jin  https://t.co/hBobMCeZzi https://t.co/d9rnRcML5m
1199145812195971000,Tue Nov 26 02:00:15 +0000 2019,Winter Heating Air Pollution and Acute Health Impact: Evidence From a Regression Discontinuity Design  Maoyong Fan,… https://t.co/GrYjv7uGBT
1198964620993745000,Mon Nov 25 14:00:15 +0000 2019,Spillover Effects of a Husband's Retirement on a Woman's Health: Evidence From Urban China  Emma Zang (@Dewelva)… https://t.co/OkW7CJAsNw
1197515041416925200,Thu Nov 21 14:00:09 +0000 2019,The Political Economy of State Employment and Instability in China  Jaya Y. Wen  https://t.co/9bVKUUdqN6 https://t.co/u4ABrzSD7Z
1197333844376076300,Thu Nov 21 02:00:08 +0000 2019,Economic Performance, Land Expropriation and Bureaucrat Promotion in China  Paul Dutronc-Postel, Maiting Zhuang… https://t.co/qR4jGlBj88
1197152651307344000,Wed Nov 20 14:00:08 +0000 2019,Extreme Weather and Long-Term Health: Evidence From Two Millennia of Chinese Elites  Wang-Sheng Lee, Ben G. Li… https://t.co/fcpS8Pjqvu
1196971457252929500,Wed Nov 20 02:00:08 +0000 2019,The Impact of Chinese Trade on U.S. Employment: The Good, the Bad, and the Debatable  Nicholas Bloom, Kyle Handley… https://t.co/6uRRpRgmKM
1196790265194918000,Tue Nov 19 14:00:09 +0000 2019,Chang Air Pollution, Behavioral Bias, and the Disposition Effect in China  Jennifer "Jie" Li, Massimo Massab, Hong… https://t.co/sNYTvZZPVk
1196609070200959000,Tue Nov 19 02:00:08 +0000 2019,Do Pension Benefits Accelerate Cognitive Decline? Evidence From Rural China  Plamen Nikolovabc, Alan Adelmana… https://t.co/u1WT7ff4U1
1196427872455577600,Mon Nov 18 14:00:08 +0000 2019,Historical Knowledge and National Identity: Evidence From China  Haifeng Huang (@haifeng_huang), Xinsheng Liu… https://t.co/fbV6ffaxKl
1195340714802122800,Fri Nov 15 14:00:09 +0000 2019,Brexit Identities and British Public Opinion on China  Wilfred M. Chow, Enze Han, Xiaojun Li (@nujoaixil)… https://t.co/gjupAXOh6X
1195159519090937900,Fri Nov 15 02:00:08 +0000 2019,The Productivity Consequences of Pollution-Induced Migration in China  Gaurav Khanna, Wenquan Liang, A. Mushfiq Mob… https://t.co/s7GHUqcLG2
1194978323602059300,Thu Nov 14 14:00:08 +0000 2019,Can Microcredit Program Crowd Out Informal Financial Networks? Evidence From a Randomized Control Trial in China  S… https://t.co/huTBCkWkAQ
1194797135318966300,Thu Nov 14 02:00:09 +0000 2019,Expressways, GDP, and the Environment: The Case of China  Guojun He, Yang Xie, Bing Zhang (@nju_zhangbing)… https://t.co/Fu3kcVRumw
1194615937804181500,Wed Nov 13 14:00:09 +0000 2019,From Workers to Capitalists in Less Than Two Generations: A Study of Chinese Urban Elite Transformation Between 198… https://t.co/ocz1fZJXyD
1194434743112216600,Wed Nov 13 02:00:08 +0000 2019,Historical Traumas and the Roots of Political Distrust: Political Inference From the Great Chinese Famine  Yuyu Che… https://t.co/qlwRTQHBkI
1194253548072177700,Tue Nov 12 14:00:08 +0000 2019,How Does Improvement in Commuting Affect Employees? Evidence From a Natural Experiment  Yao Lu, Xinzheng Shi, Jagad… https://t.co/vF0gVj5eCZ
1194072358551732200,Tue Nov 12 02:00:09 +0000 2019,The Consumption Response to Trade Shocks: Evidence From the US-China Trade War  Michael E. Waugh… https://t.co/96eLdBQgZ9
1193891165394878500,Mon Nov 11 14:00:09 +0000 2019,A Bit of Salt, a Trace of Life: Gender Norms and the Impact of a Salt Iodization Program on Human Capital Formation… https://t.co/CGUBTRYVCY
1192803998887272400,Fri Nov 08 14:00:09 +0000 2019,Authoritarian Audiences, Rhetoric, and Propaganda in International Crises: Evidence From China  Jessica Chen Weiss… https://t.co/B7OvjqlGBD
1192622801104048000,Fri Nov 08 02:00:08 +0000 2019,The Dynamic Effects of Computerized VAT Invoices on Chinese Manufacturing Firms  Haichao Fan, Yu Liu, Nancy Qian, J… https://t.co/Dn57CKmTm8
1192441612804210700,Thu Nov 07 14:00:09 +0000 2019,Intergovernmental Conflict and Censorship:Evidence From China's Anti Corruption Campaign  Maiting Zhuang… https://t.co/GgdptShpUQ
1192260415004270600,Thu Nov 07 02:00:08 +0000 2019,What Are the Price Effects of Trade? Evidence From the U.S. and Implications for Quantitative Trade Models  Xavier… https://t.co/7WlutoaJaq
1192079220601753600,Wed Nov 06 14:00:08 +0000 2019,Do Tournament Incentives Matter in Academics? Evidence From Personnel Data in a Top-Tier University in China  Haife… https://t.co/k4JUZyaLky
1191898026861830100,Wed Nov 06 02:00:08 +0000 2019,Self-Censorship of Regime Support in Authoritarian States: Evidence From List Experiments in China  Darrel Robinson… https://t.co/8tpNJe8dTF
1191716835026227200,Tue Nov 05 14:00:09 +0000 2019,Gender Peer Effects on Students' Academic and Noncognitive Outcomes: Evidence and Mechanisms  Jie Gong, Yi Lu, Hong… https://t.co/WGY7rE3vz8
1191535645514186800,Tue Nov 05 02:00:10 +0000 2019,Undisclosed Debt Sustainability  Laura Alfaro, Fabio Kanczuk  https://t.co/tI6ccAxjGz https://t.co/ven3qOQz8q
1191354455683416000,Mon Nov 04 14:00:11 +0000 2019,Is Cracking Down on Corruption Really Good for the Economy? Firm-Level Evidence From a Natural Experiment in China… https://t.co/4nQHMET7j8
1190252185885560800,Fri Nov 01 13:00:09 +0000 2019,Mortality, Morbidity, and Risk Factors in China and Its Provinces, 1990–2017: A Systematic Analysis for the Global… https://t.co/awLYsxppa0
1190070987959783400,Fri Nov 01 01:00:08 +0000 2019,The Impact of Chinese FDI in Africa: Evidence From Ethiopian Firms and Districts  Riccardo Crescenzi, Nicola Limodi… https://t.co/AnKWJAddKh
1189889795587281000,Thu Oct 31 13:00:09 +0000 2019,Gender Peer Effects on Students' Academic and Noncognitive Outcomes: Evidence and Mechanisms  Jie Gong, Yi Lu, Hong… https://t.co/DLT4gUL3t4
1189708606767345700,Thu Oct 31 01:00:10 +0000 2019,From Fog to Smog: The Value of Pollution Information  Panle Jia Barwick, Shanjun Li, Lin Liguo, Eric Zou… https://t.co/Fsx9Lcqs0h
1189527407721627600,Wed Oct 30 13:00:09 +0000 2019,Capital Scarcity and Industrial Decline: Evidence From 172 Real Estate Booms in China  Harald Hau, Difei Ouyang… https://t.co/jX3kSBXB0V
1189346214090854400,Wed Oct 30 01:00:09 +0000 2019,Income and Consumption Inequality in China: A Comparative Approach With India  Carlos Gradín, Binbin Wu… https://t.co/2n1OFn8K9z
1189165017352069000,Tue Oct 29 13:00:08 +0000 2019,Straw Burning, PM2.5, and Death: Evidence From China  Guojun He, Tong Liu, Maigeng Zhou  https://t.co/HtTiC6eUup https://t.co/viVKFx88Iw
1188983826271342600,Tue Oct 29 01:00:09 +0000 2019,How Does the Rule of Law Impact the FDI Attraction? A Panel Study on Chinese Municipal Governments (2013-2017)  Che… https://t.co/5ienf4caCn
1188802632007204900,Mon Oct 28 13:00:09 +0000 2019,Late Qing and Republican-Era Chinese Newspapers  Center for Research Libraries  https://t.co/ZWxCVuY2k0 https://t.co/m170cVTGrZ
1187715469001842700,Fri Oct 25 13:00:09 +0000 2019,China's Impact on Global Financial Markets  Isha Agarwal, Grace Weishi Gu, Eswar S. Prasad (@EswarSPrasad)… https://t.co/iEs22N01gq
1187534277958918100,Fri Oct 25 01:00:09 +0000 2019,Misallocation Under Trade Liberalization  Yan Bai, Keyu Jin (@KeyuJin), Dan Lu  https://t.co/jMeWLiIiOg https://t.co/X5jx2TCnOG
1187353080033108000,Thu Oct 24 13:00:08 +0000 2019,Enlightened One-Party Rule? Ideological Differences Between Chinese Communist Party Members and the Mass Public  Ch… https://t.co/ANGi6utXDQ
1187171884657533000,Thu Oct 24 01:00:08 +0000 2019,To Repress or to Co-Opt? Authoritarian Control in the Age of Digital Surveillance  Xu Xu  https://t.co/jbNyyywKFN https://t.co/7CTqxmAJaI
1186990695342641200,Wed Oct 23 13:00:09 +0000 2019,Childlessness, Sex Composition of Children, and Divorce Risks in China  Li Ma, Ester Rizzi, Jani Turunen… https://t.co/ZBD3Y2Tlkx
1186809498545086500,Wed Oct 23 01:00:08 +0000 2019,Collective Reputation in Trade: Evidence From the Chinese Dairy Industry  Jie Bai (@jiebai16), Ludovica Gazze (… https://t.co/uTBvEOPdXj
1186628306164179000,Tue Oct 22 13:00:09 +0000 2019,The China Shock and Employment in Portuguese Firms  Lee G. Branstetter, Brian K. Kovak, Jacqueline Mauro, Ana Venan… https://t.co/tsgLb5M9zB
1186447109924511700,Tue Oct 22 01:00:08 +0000 2019,Responsive or Repressive? How Frontline Bureaucrats Enforce the One Child Policy in China  Daniel C. Mattingly (… https://t.co/DvNScwckXG
1186265914892832800,Mon Oct 21 13:00:08 +0000 2019,Protecting Property Through Political Office in China  Yue Hou (@YueHou7)  https://t.co/wsqpjY9YTe https://t.co/hwCWKFZVQd
1185178753007313000,Fri Oct 18 13:00:08 +0000 2019,The Impact of Clean Water on Infant Mortality: Evidence From China  Maoyong Fan, Guojun He  https://t.co/oPA2nUgkL5 https://t.co/aRhW6WzUel
1184997560030761000,Fri Oct 18 01:00:09 +0000 2019,Valuing the Urban Hukou in China: Evidence From a Regression Discontinuity Design for Housing Prices  Yu Chen, Shao… https://t.co/Q1NdVxlbEq
1184816365389176800,Thu Oct 17 13:00:08 +0000 2019,Fertility and Labor Supply: Evidence From the One-Child Policy in China  Yuan Cao  https://t.co/Y1pfhmZwq0 https://t.co/JkPwk2l2I9
1184635169971560400,Thu Oct 17 01:00:08 +0000 2019,Macroeconomic Effects of China's Financial Policies  Kaiji Chen, Tao Zha  https://t.co/A0f9SgU4jW https://t.co/7BLBJM7iu4
1184453977687109600,Wed Oct 16 13:00:09 +0000 2019,Board Gender Diversity and Firm Performance: Evidence From Chinese Firms  Yangming Bao, Di Lu… https://t.co/gXmzDV4kMv
1184272781518737400,Wed Oct 16 01:00:08 +0000 2019,The Role of High Speed Rail in Facilitating High Skilled Worker Matching and Interaction  Siqi Zheng, Xiaofang Dong… https://t.co/QSud2230ho
1184091590098346000,Tue Oct 15 13:00:09 +0000 2019,The Limits of Commercialized Censorship in China  Blake Miller (@bapmiller)  https://t.co/aSarVUg0eD https://t.co/KZJl3mQNYw
1183910393628053500,Tue Oct 15 01:00:08 +0000 2019,The Dynamics of Informal Employment in Urban China  Quheng Deng, Xinxin Ma  https://t.co/LdObuSNjz3 https://t.co/1zlPTX3TsI
1183729201721024500,Mon Oct 14 13:00:08 +0000 2019,Grassroots Image Management: Confucius Institutes and Media Perceptions of China  Samuel Brazys (@sbrazys_ucd), Ale… https://t.co/U112yjtvBs
1182642036224213000,Fri Oct 11 13:00:08 +0000 2019,The Legacy Effect of WWII Massacres on China's External Trade Pattern  Difei Ouyang, Weidi Yuan… https://t.co/w21PGv5VHv
1182460860280836000,Fri Oct 11 01:00:12 +0000 2019,The Real Value of China's Stock Market  Jennifer N. Carpenter, Fangzhou Lu, Robert F. Whitelaw… https://t.co/DLzn5CzZr4
1182279648983601200,Thu Oct 10 13:00:08 +0000 2019,Circle of Fortune: The Long Term Impact of Western Customs Institutions in China  Gan Jin  https://t.co/RlyHcut1Ia https://t.co/wCLb2J1j2Z
1182098455587635200,Thu Oct 10 01:00:08 +0000 2019,Age, Social Capital, and Herders' Grassland Renting Decisions in Inner Mongolia, P.R. China  Shuhao Tan, Bo Liu, Da… https://t.co/CmdJYfRTjz
1181917262091038700,Wed Oct 09 13:00:08 +0000 2019,Reducing Food Poverty and Vulnerability Among the Rural Elderly With Chronic Diseases: The Role of the New Rural Pe… https://t.co/ILl39b2Af7
