id,created_at,text
1224767601294958600,Tue Feb 04 18:52:05 +0000 2020,Kim out in Calabasas, CA on February 4, 2020. https://t.co/SLCQKoEjCa
1221781663002382300,Mon Jan 27 13:07:02 +0000 2020,Kim attending Midnight Sunday Service in Calabasas, CA on January 26, 2020. https://t.co/jpnTgVscZY
1220351277017727000,Thu Jan 23 14:23:12 +0000 2020,Kim out in Santa Monica, CA on January 22, 2020. https://t.co/My00gIT8Z6
1219038472465526800,Sun Jan 19 23:26:35 +0000 2020,Kim leaving Nobu Restaurant in Malibu, CA on January 18, 2020. https://t.co/bM0yYm7r2n
1219038405880897500,Sun Jan 19 23:26:19 +0000 2020,Kim &amp; Jessica leaving Nobu Restaurant in Malibu, CA on January 18, 2020. https://t.co/MDYPO1cISo
1218920705091424300,Sun Jan 19 15:38:37 +0000 2020,Kim &amp; Jessica at the 2020 Winter TCA Tour in Los Angeles, CA on January 18, 2020. https://t.co/90zJ1jkaZp
1218726880318312400,Sun Jan 19 02:48:25 +0000 2020,Kim at the 2020 Winter TCA Tour in Los Angeles, CA on January 18, 2020. https://t.co/zjPdVkGElR
1218538459641655300,Sat Jan 18 14:19:42 +0000 2020,Kim out in Calabasas, CA on January 17, 2020. https://t.co/Xr1zMicbcy
1218227563492978700,Fri Jan 17 17:44:19 +0000 2020,Kim &amp; Khloé out in Los Angeles, CA on January 16, 2020. https://t.co/E5ff4P1Eou
1217959962946740200,Fri Jan 17 00:00:58 +0000 2020,Kim out in Los Angeles, CA on January 16, 2020. https://t.co/qhobMYIyKY
1217061682603856000,Tue Jan 14 12:31:31 +0000 2020,Kim &amp; Kanye at the Lakers vs Cavaliers Basketball Game at the Staples Center in Los Angeles, CA on January 13, 2020. https://t.co/KMwERyubcb
1215620862495293400,Fri Jan 10 13:06:13 +0000 2020,Kim, Kylie &amp; Khloé leaving Nobu restaurant in Malibu, CA on January 9, 2020. https://t.co/wKaXOeHryJ
1215054442548076500,Wed Jan 08 23:35:28 +0000 2020,Kim, Khloé &amp; Kris playing golf in Los Angeles, CA on January 7, 2020. https://t.co/ab172PWIdl
1215054231138447400,Wed Jan 08 23:34:37 +0000 2020,Kim &amp; Khloé playing golf in Los Angeles, CA on January 7, 2020. https://t.co/YEdToGbX1w
1209678134691475500,Wed Dec 25 03:31:56 +0000 2019,Kim out in Calabasas, CA on December 24, 2019. https://t.co/fzBkGVwzkG
1209232988489339000,Mon Dec 23 22:03:05 +0000 2019,Kim, Kanye, North, Saint &amp; A$ap Ferg Backstage at Sunday Service Opera in NYC, NY on December 22, 2019. https://t.co/fbo6yKGlVi
1209232741742592000,Mon Dec 23 22:02:06 +0000 2019,Kim, Kanye, North &amp; Saint Backstage at Sunday Service Opera in NYC, NY on December 22, 2019. https://t.co/B0yUjNHyZ2
1209232445268267000,Mon Dec 23 22:00:56 +0000 2019,Kim, Kanye &amp; North Backstage at Sunday Service Opera in NYC, NY on December 22, 2019. https://t.co/gCLpK87LvN
1209232137179803600,Mon Dec 23 21:59:42 +0000 2019,Kim arriving to Sunday Service Opera in NYC, NY on December 22, 2019. https://t.co/euRSMbFfkW
1209090293242486800,Mon Dec 23 12:36:04 +0000 2019,Kim leaving her hotel in NYC, NY on December 22, 2019. https://t.co/lpRnTZP9gs
1208928750827688000,Mon Dec 23 01:54:09 +0000 2019,Kim, North &amp; Saint out in NYC, NY on December 22, 2019. https://t.co/gj4Rb2OrQj
1208606293675647000,Sun Dec 22 04:32:49 +0000 2019,Kim, Kanye, North &amp; Saint out in NYC, NY on December 21, 2019. https://t.co/oxSyQWBaVc
1208560018624266200,Sun Dec 22 01:28:57 +0000 2019,Kim, Kanye, North &amp; Saint out in NYC, NY on December 21, 2019. https://t.co/sOcdCXHvzj
1208521068694114300,Sat Dec 21 22:54:10 +0000 2019,Kim, Kanye, North &amp; Saint out in NYC, NY on December 21, 2019. https://t.co/zX4cVRybVU
1207791184866947000,Thu Dec 19 22:33:52 +0000 2019,Kim leaving the studio in Calabasas, CA on December 19, 2019. https://t.co/UGurW7lHo6
1207273726766723000,Wed Dec 18 12:17:41 +0000 2019,Kim leaving Nobu Restaurant in Malibu, CA on December 17, 2019. https://t.co/QeFbaUHxr7
1207109366442340400,Wed Dec 18 01:24:34 +0000 2019,Kim out in Los Angeles, CA on December 16, 2019. https://t.co/hcdyPXlMDv
1206200552901742600,Sun Dec 15 13:13:16 +0000 2019,Kim at Diddy’s 50th Birthday Party in Los Angeles, CA on December 14, 2019. https://t.co/bdqnEUqaap
1206200081843708000,Sun Dec 15 13:11:24 +0000 2019,Kim, Kanye, Dr. Dre &amp; Nicole at Diddy’s 50th Birthday Party in Los Angeles, CA on December 14, 2019. https://t.co/rPDg4mJE8i
1206199725256523800,Sun Dec 15 13:09:59 +0000 2019,Kim, Diddy, Khloé &amp; Kylie at Diddy’s 50th Birthday Party in Los Angeles, CA on December 14, 2019. https://t.co/3axMyCaXTj
1206197828147654700,Sun Dec 15 13:02:26 +0000 2019,Kim, Khloé &amp; Kylie at Diddy’s 50th Birthday Party in Los Angeles, CA on December 14, 2019. https://t.co/a0oMyIeeyw
1206197814910443500,Sun Dec 15 13:02:23 +0000 2019,Kim &amp; Kanye at Diddy’s 50th Birthday Party in Los Angeles, CA on December 14, 2019. https://t.co/6CKPRoA2rl
1205851260391501800,Sat Dec 14 14:05:18 +0000 2019,Kim out in Calabasas, CA on December 13, 2019. https://t.co/UhkNohHABr
1204899877085417500,Wed Dec 11 23:04:51 +0000 2019,Kim out in Calabasas, CA on December 10, 2019. https://t.co/f2dnN4mXki
1204899752032264200,Wed Dec 11 23:04:21 +0000 2019,Kim leaving La Plata Restaurant in Agoura Hills, CA on December 10, 2019. https://t.co/u4cabrLWJn
1204760143940006000,Wed Dec 11 13:49:36 +0000 2019,Kim out in Calabasas, CA on December 10, 2019. https://t.co/QSbq4xzwW4
1204758891332096000,Wed Dec 11 13:44:37 +0000 2019,Kim arriving to La Plata Restaurant in Agoura Hills, CA on December 10, 2019. https://t.co/tJ6yBe4baV
1204135877397635000,Mon Dec 09 20:28:59 +0000 2019,Kim leaving the studio in Calabasas, CA on December 8, 2019. https://t.co/PQmSZXyEDN
1203502528467525600,Sun Dec 08 02:32:17 +0000 2019,Kim out in Calabasas, CA on December 7, 2019. https://t.co/PcMRaxk6hS
1203107291995803600,Sat Dec 07 00:21:45 +0000 2019,Kim arriving to Kanye’s office in Calabasas, CA on December 6, 2019. https://t.co/dlRkq1LFtf
1202655676725633000,Thu Dec 05 18:27:12 +0000 2019,Kim out in Calabasas, CA on December 4, 2019. https://t.co/FcmeoWniZE
1202340764392525800,Wed Dec 04 21:35:51 +0000 2019,Kim arriving to the airport in Miami, FL on December 3, 2019. https://t.co/bCwROhphpY
1202268119093387300,Wed Dec 04 16:47:11 +0000 2019,Kim at the Dior Men’s Pre-Fall show in Miami, FL on December 3, 2019. https://t.co/Ob73SZ0v6d
1202224223521034200,Wed Dec 04 13:52:45 +0000 2019,Kim &amp; Kourtney at the Dior Men’s Pre-Fall show in Miami, FL on December 3, 2019. https://t.co/2Sdu0QKuhD
1202084061868646400,Wed Dec 04 04:35:48 +0000 2019,Kim &amp; Kourtney at the Dior Men’s Pre-Fall show in Miami, FL on December 3, 2019. https://t.co/tPNlrr0qxb
1202036973084594200,Wed Dec 04 01:28:41 +0000 2019,Kim &amp; Kourtney leaving their hotel in Miami, FL on December 3, 2019. https://t.co/tnDyTzutx4
1201944003115135000,Tue Dec 03 19:19:16 +0000 2019,Kim, Kourtney &amp; Johnathan out in Miami, FL on December 3, 2019. https://t.co/IJxCAzrHUS
1201942676431605800,Tue Dec 03 19:13:59 +0000 2019,Kim &amp; Kourtney out in Miami, FL on December 3, 2019. https://t.co/AaI2ONNbUl
1201623849462304800,Mon Dec 02 22:07:05 +0000 2019,Kim out in Los Angeles, CA on December 2, 2019. https://t.co/B0WFCFKdcY
1201623811390615600,Mon Dec 02 22:06:56 +0000 2019,Kim out in Los Angeles, CA on December 2, 2019. https://t.co/Hpgy6vbJVg
1199403086302916600,Tue Nov 26 19:02:34 +0000 2019,Kim, Kanye &amp; North leaving Sunday Service Opera in Los Angeles, CA on November 24, 2019. https://t.co/BRe8MyQQQK
1199402043275919400,Tue Nov 26 18:58:25 +0000 2019,Kim &amp; Lala leaving Sunday Service Opera in Los Angeles, CA on November 24, 2019. https://t.co/sdXvtEc99d
1199328057909301200,Tue Nov 26 14:04:26 +0000 2019,Kim, Kanye &amp; Saint leaving Sunday Service Opera in Los Angeles, CA on November 24, 2019. https://t.co/A90G5aiPKT
1197678766954369000,Fri Nov 22 00:50:44 +0000 2019,Kim, Kourtney, Victoria &amp; Lynda Resnick at the Violet Grey x Victoria Beckham Beauty Launch Party in Beverly Hills,… https://t.co/pVwbD4unK6
1197678505284325400,Fri Nov 22 00:49:42 +0000 2019,Kim, Kourtney, Victoria &amp; Casandra at the Violet Grey x Victoria Beckham Beauty Launch Party in Beverly Hills, CA o… https://t.co/VyyqQqa6SM
1197678271879626800,Fri Nov 22 00:48:46 +0000 2019,Kim, Kourtney &amp; Victoria at the Violet Grey x Victoria Beckham Beauty Launch Party in Beverly Hills, CA on November… https://t.co/ocpij5i0HU
1197677729979814000,Fri Nov 22 00:46:37 +0000 2019,Kim &amp; Kourtney at the Violet Grey x Victoria Beckham Beauty Launch Party in Beverly Hills, CA on November 20, 2019. https://t.co/aQevfU8TjB
1197236958981951500,Wed Nov 20 19:35:09 +0000 2019,Kim, Khloé &amp; Eric Esrailian at The Promise Armenian Institute Event in Los Angeles, CA on November 19, 2019. https://t.co/lfHrZVx1ko
1197236593729376300,Wed Nov 20 19:33:42 +0000 2019,Kim at The Promise Armenian Institute Event in Los Angeles, CA on November 19, 2019. https://t.co/zUXe16HCsz
1197122470790205400,Wed Nov 20 12:00:13 +0000 2019,Kim out in Calabasas, CA on November 19, 2019. https://t.co/ZW1dcMRIVX
1197115322664398800,Wed Nov 20 11:31:48 +0000 2019,Kim &amp; Kris out in Calabasas, CA on November 19, 2019. https://t.co/ZRkxXRU28i
1197115192561283000,Wed Nov 20 11:31:17 +0000 2019,Kim out in Calabasas, CA on November 19, 2019. https://t.co/1cZaGybzfa
1196796980221096000,Tue Nov 19 14:26:50 +0000 2019,Kim presenting Mario’s Award for the Artist Achievement Awards at the American Influencer Awards in Los Angeles, CA… https://t.co/dL6DlZXhyD
1196796567942029300,Tue Nov 19 14:25:11 +0000 2019,Kim &amp; Mario at the American Influencer Awards in Los Angeles, CA on November 18, 2019. https://t.co/zBzmf0u4ce
1196796461201141800,Tue Nov 19 14:24:46 +0000 2019,Kim at the American Influencer Awards in Los Angeles, CA on November 18, 2019. https://t.co/O798X4aW9j
1196432067925594000,Mon Nov 18 14:16:48 +0000 2019,Kim &amp; North leaving for Evening Service in Houston, TX on November 17, 2019 https://t.co/26IFZWlHHy
1196418432620781600,Mon Nov 18 13:22:37 +0000 2019,Kim, Kanye &amp; North leaving Morning Service in Houston, TX on November 17, 2019 https://t.co/PuhoWOvBJO
1196128889887703000,Sun Nov 17 18:12:05 +0000 2019,Kim &amp; Kanye out in Houston, TX on November 16, 2019. https://t.co/W0klCn126u
1195523754622963700,Sat Nov 16 02:07:29 +0000 2019,Kim, Kourtney &amp; Khloé in Van Nuys, CA on November 13, 2019. https://t.co/bEofAGTHRc
1194798573839364000,Thu Nov 14 02:05:52 +0000 2019,Kim &amp; Kanye leaving Giorgio Baldi in Santa Monica, CA on November 10, 2019. https://t.co/dZoTbZ9Sox
1194798396302868500,Thu Nov 14 02:05:10 +0000 2019,Kim leaving Giorgio Baldi in Santa Monica, CA on November 10, 2019. https://t.co/f3fVzEGvGI
1194062333162774500,Tue Nov 12 01:20:19 +0000 2019,Kim, Khloé, Kourtney &amp; Kris accepting the Best Reality Show Awards at the E! People’s Choice Awards in Los Angeles,… https://t.co/f8W3Ka7Tv3
1194061948578619400,Tue Nov 12 01:18:47 +0000 2019,Kim, Khloé, Kourtney &amp; Kris going on stage at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/GAUdNNCcxx
1194061748187340800,Tue Nov 12 01:18:00 +0000 2019,Kim going on stage at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/lWSNjulJVt
1194061427721621500,Tue Nov 12 01:16:43 +0000 2019,Kim &amp; Noah at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/WZ5IQelK2K
1194061079934128000,Tue Nov 12 01:15:20 +0000 2019,RT @KKWMAFIAMEDIA: Kim &amp; Kris at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/x8oqx97JL8
1194061023759753200,Tue Nov 12 01:15:07 +0000 2019,Kim &amp; Kris at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/x8oqx97JL8
1194060821321654300,Tue Nov 12 01:14:19 +0000 2019,Kim, Khloé, Kourtney, Kris, Corey &amp; Kelly at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/ODM4zrTUK7
1193709405289767000,Mon Nov 11 01:57:54 +0000 2019,Kim, Kourtney, Khloé &amp; Kris at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/bQYoGExpbg
1193708801356181500,Mon Nov 11 01:55:30 +0000 2019,Kim at the E! People’s Choice Awards in Los Angeles, CA on November 10, 2019. https://t.co/zG61lZRPQ8
1192524715266584600,Thu Nov 07 19:30:22 +0000 2019,Kim out in NYC, NY on November 7, 2019. https://t.co/4SupMiMmnW
1192502939451056000,Thu Nov 07 18:03:51 +0000 2019,Kim &amp; Kanye leaving their hotel in NYC, NY on November 7, 2019. https://t.co/nWROp3NpWC
1192452771368382500,Thu Nov 07 14:44:30 +0000 2019,Kim &amp; Kanye presenting the award to Riccardo at the Wall Street Journal Innovator Awards in NYC, NY on November 6,… https://t.co/NzPjAhCuzh
1192422723101831200,Thu Nov 07 12:45:05 +0000 2019,Kim &amp; Riccardo on the carpet at the Wall Street Journal Innovator Awards in NYC, NY on November 6, 2019. https://t.co/lbU9PQ9eBJ
1192422649147920400,Thu Nov 07 12:44:48 +0000 2019,Kim &amp; Kanye on the carpet at the Wall Street Journal Innovator Awards in NYC, NY on November 6, 2019. https://t.co/lx6NwxeYuv
1192422468452880400,Thu Nov 07 12:44:05 +0000 2019,Kim on the carpet at the Wall Street Journal Innovator Awards in NYC, NY on November 6, 2019. https://t.co/eQTUXAiogg
1192261219748593700,Thu Nov 07 02:03:20 +0000 2019,Kim, Kanye, Kris, Corey &amp; Riccardo Tisci arriving to the Wall Street Journal Innovator Awards in NYC, NY on Novembe… https://t.co/bAyuE076CX
1192260987900047400,Thu Nov 07 02:02:25 +0000 2019,Kim &amp; Kanye arriving to the Wall Street Journal Innovator Awards in NYC, NY on November 6, 2019. https://t.co/tgDqFFhLAk
1192260767573262300,Thu Nov 07 02:01:32 +0000 2019,Kim &amp; Kanye arriving to the Wall Street Journal Innovator Awards in NYC, NY on November 6, 2019. https://t.co/uNKGUUHduV
1192260530871910400,Thu Nov 07 02:00:36 +0000 2019,Kim, Kanye, Kris &amp; Corey leaving their hotel in NYC, NY on November 6, 2019. https://t.co/egNOeZdiv5
1192252298115928000,Thu Nov 07 01:27:53 +0000 2019,Kim on stage at the New York Times DealBook Conference in NYC, NY on November 6, 2019. https://t.co/X2qenO10PX
1192252096109830100,Thu Nov 07 01:27:05 +0000 2019,Kim &amp; Kris on stage at the New York Times DealBook Conference in NYC, NY on November 6, 2019. https://t.co/6sUUQRuqof
1192251915155001300,Thu Nov 07 01:26:22 +0000 2019,Kim &amp; Kris arriving on stage at the New York Times DealBook Conference in NYC, NY on November 6, 2019. https://t.co/3mTP61Yapv
1192207616954503200,Wed Nov 06 22:30:20 +0000 2019,Kim, Kanye, Kris &amp; Corey out in NYC, NY on November 6, 2019. https://t.co/kHXPHiXrCe
1192165106278436900,Wed Nov 06 19:41:25 +0000 2019,Kim &amp; Kanye leaving their hotel in NYC, NY on November 6, 2019. https://t.co/85FidY6Yhx
1189734416505020400,Thu Oct 31 02:42:43 +0000 2019,Kim leaving Nobu in Malibu, CA on October 29, 2019. https://t.co/cuQY2NmnMD
1189712627431334000,Thu Oct 31 01:16:08 +0000 2019,Kim, Kanye, North &amp; Haiden leaving Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/lb2GySovPM
1189711920162627600,Thu Oct 31 01:13:20 +0000 2019,Kim, Khloé &amp; Clipse at Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/6xMCXbVVEn
1189711347291959300,Thu Oct 31 01:11:03 +0000 2019,Kim, Kanye &amp; Kenny G at Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/LVTFXgXRfb
1189710848513712000,Thu Oct 31 01:09:04 +0000 2019,Kim, Khloé, Kourtney &amp; Kris at Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/dvEUEwllGh
1189710404185931800,Thu Oct 31 01:07:18 +0000 2019,Kim &amp; Kenny G at Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/uC3kIMgWIh
1189709839632674800,Thu Oct 31 01:05:04 +0000 2019,Kim &amp; North at Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/EAjb7ExkMl
1189649900100817000,Wed Oct 30 21:06:53 +0000 2019,Kim leaving Nobu in Malibu, CA on October 29, 2019. https://t.co/Qvax9LYRxx
1189312933815341000,Tue Oct 29 22:47:54 +0000 2019,Kim arriving to the Groundlings theater in West Hollywood, CA on October 29, 2019. https://t.co/qIv5UsuqBt
1188809069651468300,Mon Oct 28 13:25:43 +0000 2019,The Kardashian-Jenner Family &amp; Friends at Sunday Service at the Forum in Los Angeles, CA on October 27, 2019. https://t.co/XHC3DELcBp
1188119212667134000,Sat Oct 26 15:44:29 +0000 2019,Kim &amp; Kanye at the theatres to view Jesus is King Film in NYC, NY on October 25, 2019. https://t.co/ooYcnjWqhB
1187934527945097200,Sat Oct 26 03:30:36 +0000 2019,Kim Makeup Session with Fans at Ulta Beauty in NYC, NY on October 24, 2019. https://t.co/pzduXOKd4t
1187934273019564000,Sat Oct 26 03:29:36 +0000 2019,Kim at Ulta Beauty in NYC, NY on October 24, 2019. https://t.co/dcUZy88oJu
1187934103791984600,Sat Oct 26 03:28:55 +0000 2019,Kim at Ulta Beauty in NYC, NY on October 24, 2019. https://t.co/DUOaUb0Jdf
1187874805208551400,Fri Oct 25 23:33:17 +0000 2019,Kim, Kanye &amp; Steven Stoute out in NYC, NY on October 25, 2019. https://t.co/LKvpbbv14F
1187825716332769300,Fri Oct 25 20:18:14 +0000 2019,Kim out in NYC, NY on October 25, 2019. https://t.co/dDWSuVorPk
1187825563085529000,Fri Oct 25 20:17:37 +0000 2019,Kim out in NYC, NY on October 25, 2019. https://t.co/us8QlAKEAn
1187824463578046500,Fri Oct 25 20:13:15 +0000 2019,Kim &amp; Kanye out in NYC, NY on October 25, 2019. https://t.co/Zk29S3iphH
1187796887430193200,Fri Oct 25 18:23:40 +0000 2019,Kim &amp; Kanye leaving their hotel in NYC, NY on October 25, 2019. https://t.co/czoPONom8c
1187546232396406800,Fri Oct 25 01:47:40 +0000 2019,Kim &amp; Kanye arriving at the Fashion Group International’s Night of Stars in NYC, NY on October 24, 2019. https://t.co/NThXffXNAy
