id,created_at,text
1260805648108843000,Thu May 14 05:34:25 +0000 2020,@AMAZlNGPlC Hi there, sorry to hear that. Please send us your phone number over a private message. Our team will re… https://t.co/GYS066tuoI
1260798623358439400,Thu May 14 05:06:30 +0000 2020,@_manoj7799 Hi Manoj, we have forwarded your concern to our team so that this can be checked at the earliest.
1260796298178920400,Thu May 14 04:57:16 +0000 2020,@Samya_Kundu Hey Samya, apologies for the long hold here. Our team will connect with you at the earliest.
1260782950699774000,Thu May 14 04:04:14 +0000 2020,@Equityajit1 Hi Ajit, we have your details &amp; we'll look into this asap. We also encourage you to share your feedbac… https://t.co/ZNMaxZx40k
1260778604377432000,Thu May 14 03:46:58 +0000 2020,@TweetingPraveen Hi Praveen, We tried reaching out to you on the registered mobile number, however, the lines weren… https://t.co/WNIQHLrBAJ
1260777017835794400,Thu May 14 03:40:39 +0000 2020,@samalAbhijeet Hi Abhijeet, please share your phone number over private message &amp; we'll look into this asap. We als… https://t.co/InTxPeJjRE
1260775262767075300,Thu May 14 03:33:41 +0000 2020,@zomatocare Hi Praveen, We tried reaching out to you on the registered mobile number, however, the lines weren't co… https://t.co/JPDdplRCUf
1260773155640991700,Thu May 14 03:25:18 +0000 2020,@TweetingPraveen Hi Praveen, we have your details &amp; we'll look into this asap. We also encourage you to share your… https://t.co/BB69GE30dv
1260771771965296600,Thu May 14 03:19:49 +0000 2020,@JameetRinkle Hi Jasmeet, we have investigated the scenario and on the basis of our findings, we've offered you our… https://t.co/ApCrwrgW0g
1260768752271913000,Thu May 14 03:07:49 +0000 2020,@zomatocare Hi Sandeep, We tried reaching out to you on the registered mobile number, however, the lines weren't co… https://t.co/wD2wUBBT8A
1260760648977272800,Thu May 14 02:35:37 +0000 2020,@sandeepp257 Hi Sandeep, as per the govt. regulations, we are not serving in Telangana until further notice.
1260678352676876300,Wed May 13 21:08:36 +0000 2020,@moulichowdary21 Hi Mouli, sorry to know that. We will have this checked and get back to you.
1260673156294963200,Wed May 13 20:47:57 +0000 2020,@sakshiwadhwa19 Hi Sakshi, sorry to know that. We will have this checked and get back to you.
1260666803547562000,Wed May 13 20:22:42 +0000 2020,@Danish_Maacha Hi Danish, please share your phone number over a private message and we'll get in touch with you sho… https://t.co/VZDnfGt8Lz
1260657812415213600,Wed May 13 19:46:59 +0000 2020,@siddharthgadde Hi Siddharth, We tried reaching out to you on the registered mobile number, however, the lines were… https://t.co/3CRcsvbpQR
1260657026960523300,Wed May 13 19:43:51 +0000 2020,@goldenboyankeet Hi Ankkit, We tried reaching out to you on the registered mobile number, however, the lines weren'… https://t.co/RBxubd99dL
1260652996943175700,Wed May 13 19:27:50 +0000 2020,@SaravanaGPraka1 Hi Saravana, please share your phone number over a private message and we'll get in touch with you… https://t.co/Vb8EqL9zc1
1260646223310028800,Wed May 13 19:00:55 +0000 2020,@AmitKum65439164 Hi Amit, please share your friend's contact number with us and we will look into this.   https://t.co/jcTFuHa5Ue
1260645923090083800,Wed May 13 18:59:44 +0000 2020,@goldenboyankeet Hi Ankkit, sorry to hear that. We're always aiming to give you a seamless experience. Let us conne… https://t.co/FI3hx10tyg
1260643305290784800,Wed May 13 18:49:20 +0000 2020,@LikhenB Hi Likhen, as checked we've already addressed your concern and have provided you an apt resolution. Please… https://t.co/E5lKRoIh5h
1260638273405194200,Wed May 13 18:29:20 +0000 2020,@singhtarun4977 Hi Tarun. We tried reaching out to you on the registered mobile number, however, the calls went una… https://t.co/mxeJpPZoBY
1260637899839598600,Wed May 13 18:27:51 +0000 2020,@Shayam91200134 Hi Shayam, please share your FE ID with us and we will look into this.   https://t.co/jcTFuHa5Ue
1260637180713566200,Wed May 13 18:25:00 +0000 2020,@waseem33 Hi Waseem, please share your phone number over a private message and we'll get in touch with you shortly.… https://t.co/52sg6vtalc
1260635996065955800,Wed May 13 18:20:17 +0000 2020,@sumitbansal04 We're glad to know that it's sorted out now. Please feel free to ping us if you require any additional support from us.
1260635167250460700,Wed May 13 18:16:59 +0000 2020,@devbarahen Hi, We tried reaching out to you on the registered mobile number, however, the lines weren't connected.… https://t.co/YrkfiXPMlk
1260634606996467700,Wed May 13 18:14:46 +0000 2020,@sumitbansal04 Hi, We tried reaching out to you on the registered mobile number, however, the lines weren't connect… https://t.co/MXV9k6AJsK
1260630398779838500,Wed May 13 17:58:03 +0000 2020,@LikhenB Hi Likhen, sorry to know that. We will have this checked and get back to you.
1260628994661048300,Wed May 13 17:52:28 +0000 2020,@devbarahen Hi Devendra, sorry to hear that. We're getting this checked right away.
1260628810669543400,Wed May 13 17:51:44 +0000 2020,@KondurkarYogesh We've responded to your query via private message.
1260628619518345200,Wed May 13 17:50:58 +0000 2020,@Bhuvan38637944 Hi Bhuvan, please share your phone number over a private message and we'll get in touch with you sh… https://t.co/I8we6ExMKI
1260627984832028700,Wed May 13 17:48:27 +0000 2020,@singhtarun4977 Hi Tarun, sorry to hear that. We're immediately looking into this.
1260626084137103400,Wed May 13 17:40:54 +0000 2020,@sumitbansal04 Hi Sumit, sorry to know that. We will have this checked and get back to you.
1260625866243010600,Wed May 13 17:40:02 +0000 2020,@ashishrai458 Hi Ashish, sorry to hear that. Let us get this checked for you.
1260625693395697700,Wed May 13 17:39:21 +0000 2020,@Yogzin Hi Yogesh, sorry to hear that. Let us investigate this right away.
1260623729932898300,Wed May 13 17:31:33 +0000 2020,@TG1580724 Hi there, We tried reaching out to you on the registered mobile number, however, the lines weren't conne… https://t.co/hECtOcrLKw
1260622020095557600,Wed May 13 17:24:45 +0000 2020,@juyal_rishabh Hi Rishabh, please share your registered contact number with us via private message and we will reac… https://t.co/kA3tZbA1Hn
1260616619098648600,Wed May 13 17:03:17 +0000 2020,@siddharthgadde Hi Siddharth, sorry to hear that. We're always aiming to improve our services. Please share your re… https://t.co/7aTjoZDBOn
1260614895944392700,Wed May 13 16:56:26 +0000 2020,@TG1580724 Hi there, sorry to hear about that. We'll immediately bring this to the notice of the restaurant and hel… https://t.co/b9zo7jVY0e
1260614110019895300,Wed May 13 16:53:19 +0000 2020,@raverpriya Hi Priya, sorry to hear that. Please share your contact number with us via private message and we will… https://t.co/OjNateIqmN
1260610767021158400,Wed May 13 16:40:02 +0000 2020,@beautyofmadness Hi Shreya, sorry to hear that. Please share your registered contact number with us via private mes… https://t.co/ftUOcAS1AD
1260610488758440000,Wed May 13 16:38:56 +0000 2020,@anshulgupta1008 Hi Anshul, please allow us to inform you that the orders with the "live tracking" tags are deliver… https://t.co/y1GYK4ktBN
1260606887755608000,Wed May 13 16:24:37 +0000 2020,@AdiStweetouch Hi Aditya, sorry to hear that. Please share your registered contact number with us via private messa… https://t.co/BpGaooJMag
1260606142821961700,Wed May 13 16:21:40 +0000 2020,@kushagragupta1 Kushagra, we are sorry to hear about that. We will look into it right away.
1260605867528880000,Wed May 13 16:20:34 +0000 2020,@SantoshVmishra Hi Santosh, please confirm your exact location via private message and we will look into it.   https://t.co/jcTFuHa5Ue
1260605330905424000,Wed May 13 16:18:26 +0000 2020,@protagonist2692 Hi Kriti, please confirm what error are you getting while trying to open our privacy policy along… https://t.co/lQxFMrbGDi
1260601893807509500,Wed May 13 16:04:46 +0000 2020,@_valardohaeris_ Please feel free to ping us in case you require any additional support from our end.
1260600967424143400,Wed May 13 16:01:06 +0000 2020,@BettrOutThanIn Hi Adarsh, we're looking into this right away.
1260599982765138000,Wed May 13 15:57:11 +0000 2020,@_valardohaeris_ Hi Tanmay, sorry to hear about that. Please share your registered contact number with us via priva… https://t.co/oSATs5Cvyq
1260598794187534300,Wed May 13 15:52:27 +0000 2020,@tweetfromsamrat Hi Samrat, we've already highlighted this to our designated team and they're looking into it.
1260598414191915000,Wed May 13 15:50:57 +0000 2020,@kavyadhiman Hi Anshul, please share your registered contact number with us via private message and we will investi… https://t.co/94Z81Miwye
1260594156075810800,Wed May 13 15:34:02 +0000 2020,@GoofyMe02 Hi Sreepriya. Please share the registered email ID over the private message(link below) and we will look… https://t.co/W2ri04vtmQ
1260594110366269400,Wed May 13 15:33:51 +0000 2020,@RajeevG61355905 नमस्ते राजीव, कृपया अपनी FE ID हमारे साथ साझा करें और हम इस पर गौर करेंगे।
1260592818516451300,Wed May 13 15:28:43 +0000 2020,@MohdHus88627940 Hi there. We are sorry to hear that. Please share the registered email ID over the private message… https://t.co/OTJDqInYD4
1260590773319250000,Wed May 13 15:20:35 +0000 2020,@realestnibbaa Hi Aman, let us look into this right away.
1260590635225997300,Wed May 13 15:20:02 +0000 2020,@leolaw2003 We're arranging a call for you right away.
1260589218813935600,Wed May 13 15:14:25 +0000 2020,@abhishekdm1989 Hi Abhishek, sorry to hear about that. Please share your registered email ID over a private message… https://t.co/3yiXSWRp6L
1260586830178783200,Wed May 13 15:04:55 +0000 2020,@VaidehiRane14 Vaidehi, as per our records, your last issue has already been addressed and we have also shared the… https://t.co/t50AOtHvgq
1260585558956482600,Wed May 13 14:59:52 +0000 2020,@Altmish Hi there. Please share the registered email ID over the private message(link below) and we will look into… https://t.co/pfk7PH7rUR
1260585487561097200,Wed May 13 14:59:35 +0000 2020,@siddhesh_sonje Hi Siddhesh, we request you to kindly find the option "User Zomato Credits" just above the "Grand T… https://t.co/i1vbbrmeWf
1260583249778270200,Wed May 13 14:50:41 +0000 2020,@leolaw2003 Hi Leo, We tried reaching out to you on the registered mobile number, however, the lines weren't connec… https://t.co/2uXQlA8sPl
1260580101638545400,Wed May 13 14:38:11 +0000 2020,@Akashpathak577 We will contact you back on the alternate number at the time confirmed by you over the call.
1260579532085645300,Wed May 13 14:35:55 +0000 2020,@GOURAVNANDY5 Hi Gourav, that sounds quite unpleasant. Please share your registered contact number via private mess… https://t.co/KSA1ArSyD8
1260578362063536000,Wed May 13 14:31:16 +0000 2020,@artysangria Hi Arti. Please share the registered email ID over the private message(link below) and we will look in… https://t.co/8h6OvfBc9g
1260578067304648700,Wed May 13 14:30:06 +0000 2020,@YearsHaveProved Hi there, sorry to hear about that. We'll immediately bring this to the notice of the restaurant a… https://t.co/53gJnabniQ
1260577616806977500,Wed May 13 14:28:18 +0000 2020,@DrPRINCY Hi there. We are sorry to hear that. Please share the registered email ID over the private message(link b… https://t.co/olHLOCMIkT
1260576863539339300,Wed May 13 14:25:19 +0000 2020,@ujjwala_rana Hi Ujjwala. The bracket "Taxes &amp; Charges", also include other charges such as delivery fees, packagin… https://t.co/EbAOtNz9mU
1260576179452510200,Wed May 13 14:22:36 +0000 2020,@Aagan86 Hi Agnivo. We are glad to know that you are happy with our service. We strive towards creating a delivery… https://t.co/ig8GZHvHhH
1260567841406881800,Wed May 13 13:49:28 +0000 2020,@niteshgarg217 Hi Nitesh, apologies for the unpleasant experience. Thank you for sharing your order details. We are… https://t.co/DEMZHlytVx
1260567317739643000,Wed May 13 13:47:23 +0000 2020,@shail511 Hi Shailendra. Please share the registered email ID over the private message(link below) and we will look… https://t.co/I1Y1UFkhmQ
1260567317613871000,Wed May 13 13:47:23 +0000 2020,@chef_rk Hi Rachit, we have forwarded the same to our team so that this can be checked at the earliest.
1260564260008136700,Wed May 13 13:35:14 +0000 2020,@Dave44335260 Hi Dave, we understand your concern and have escalated the matter with our designated team to take co… https://t.co/xf5MHFP813
1260562761769156600,Wed May 13 13:29:17 +0000 2020,@rahul_prasadh Hi Rahul, if you have faced any issue while ordering with us, please share your phone number over a… https://t.co/Ak8JR31InZ
1260562378195742700,Wed May 13 13:27:45 +0000 2020,@KANISHK31 Hi Kanishk, please share your exact location details via private message and we will look into it.   https://t.co/jcTFuHa5Ue
1260558504546365400,Wed May 13 13:12:22 +0000 2020,@vibhupravash Hi Vibhu, apologies for the unpleasant experience. Thank you for sharing your order details. We are g… https://t.co/dCPOKZXKCU
1260556927114735600,Wed May 13 13:06:06 +0000 2020,@MessaiNaim Hi Naim, sorry to hear that. Please send us your phone number over a private message. Our team will rea… https://t.co/C2nSRAt1jn
1260555226995503000,Wed May 13 12:59:20 +0000 2020,@MoulikaMehta Hi Moulika, sorry to hear that. Please share your registered contact number with us via private messa… https://t.co/ggOLNMIlZU
1260547010228191200,Wed May 13 12:26:41 +0000 2020,@Nadir47729874 Hey Nadir, the refund for this order has been initiated from our side, and here is the refund refere… https://t.co/fu2VoirbKh
1260545100980949000,Wed May 13 12:19:06 +0000 2020,@neerajgaba1234 Hi there, we've temporarily disabled the COD option to minimize human contact to ensure everyone's… https://t.co/LPa5F748fj
1260544876380188700,Wed May 13 12:18:12 +0000 2020,@619chandru Hey Chandrasekhar, the case has been thoroughly investigated and the final conclusion has been shared w… https://t.co/wuEOrURHgW
1260544606766198800,Wed May 13 12:17:08 +0000 2020,@siddhantsiroh10 Siddhant, please help us with your registered contact number via a private message so that we can… https://t.co/8Ln8KKAQWG
1260544220252631000,Wed May 13 12:15:36 +0000 2020,@Shashwat_Shuchi Hi Shashwat, thanks for the kind words and we're sorry to hear about the latter part. We are const… https://t.co/AaXZyPSDSU
1260543397984530400,Wed May 13 12:12:20 +0000 2020,@Zaiqaspices Hi there. We are sorry to hear that. We will look into it right away.
1260542368563908600,Wed May 13 12:08:15 +0000 2020,@GhassanNassif Hi there. We are sorry to hear that. Please share the registered email ID over the private message(l… https://t.co/L61ttiZXqj
1260542061108846600,Wed May 13 12:07:01 +0000 2020,@MaheshJhajhria Mahesh, as per our records, your issue has already been addressed and the best possible resolution… https://t.co/E9zlYhGjb9
1260542026413719600,Wed May 13 12:06:53 +0000 2020,@surajitbiswas1 @ZomatoIN https://t.co/Ti9h1hgO1E
1260537207221137400,Wed May 13 11:47:44 +0000 2020,@DRANILKUMAR88 नमस्कार, हमें यह सुनकर खेद है। कृपया अपनी registered email ID निजी संदेश के माध्यम से साझा करें और ह… https://t.co/AdU3m3lRCw
1260534935166652400,Wed May 13 11:38:42 +0000 2020,@raghu_nath92 Hi Raghunath, please share your Res ID so that we can forward the same to our team and get this check… https://t.co/aF64sIcAZb
1260533733863551000,Wed May 13 11:33:56 +0000 2020,@Sandeep11000164 Hi Sandeep, apologies for the unpleasant experience. Thank you for sharing your order details. We… https://t.co/uEJcAm9x5j
1260531935190941700,Wed May 13 11:26:47 +0000 2020,@AviralSaxena19 Hi Aviral, please share your registered contact number with us via private message and we will inve… https://t.co/NbaGrwx88z
1260531582978240500,Wed May 13 11:25:23 +0000 2020,@deepalisaxenas Hi Deepali, please share your phone number over a private message and we'll look into the same at t… https://t.co/M95MzAvkjb
1260529115783786500,Wed May 13 11:15:35 +0000 2020,@tupe_manish Hi Manish, sorry to hear that. Please share your registered phone number over a private message and we… https://t.co/yu6C4LU0Dd
1260527611416948700,Wed May 13 11:09:36 +0000 2020,@leolaw2003 Hey Leo, apologies for the inconvenience caused. Let us get this checked for you.
1260521456733061000,Wed May 13 10:45:09 +0000 2020,@deepakcn31 Hi Deepak, sorry to hear about that. Please share your registered contact number with us via private me… https://t.co/d527t01Uch
1260520199972778000,Wed May 13 10:40:09 +0000 2020,@Sksethi11 Hi there, sorry to hear that. Please share your registered contact number with us via private message an… https://t.co/EuOwJtPBEV
1260519995924115500,Wed May 13 10:39:21 +0000 2020,@pavman7867 Hi Pawan. We are sorry to hear that. Please share the registered email ID over the private message(link… https://t.co/bblslbBpwc
1260516132038926300,Wed May 13 10:23:59 +0000 2020,@satadrudg Hi Satadru, We tried reaching out to you on the registered mobile number, however, the lines weren't con… https://t.co/m013pEpmNP
1260514294413750300,Wed May 13 10:16:41 +0000 2020,@FlyingSpook Hi there, we're sorry to hear that. We are constantly working to improve our service to you. Would be… https://t.co/eVokMEtTDg
1260512935576629200,Wed May 13 10:11:17 +0000 2020,@siddhantsiroh10 Hey Siddhant, can you please elaborate on your concern via a private message for our better unders… https://t.co/eqnfkFEkZU
1260512385808228400,Wed May 13 10:09:06 +0000 2020,@ChrisJ17340812 Hi Chris, sorry to hear that. Please send us your phone number over a private message. Our team wil… https://t.co/W4GrMbZOcU
1260511996262273000,Wed May 13 10:07:33 +0000 2020,@MuraliPrudhvi Hey Murali, kindly share your registered phone number (or 'order details') with us over a private me… https://t.co/fvG3zyYQdn
1260511770742894600,Wed May 13 10:06:39 +0000 2020,@BhaskerGainawa1 Hey Bhasker, we are working with our merchants to ensure that items only in proper packaging are s… https://t.co/WjwQtGeQf0
1260510206590509000,Wed May 13 10:00:27 +0000 2020,@satadrudg Hi Satadru, apologies for the unpleasant experience. Thank you for sharing your order details. We are ge… https://t.co/DkbDQ1zVoq
1260509573384777700,Wed May 13 09:57:56 +0000 2020,@MaheshJhajhria Mahesh, our team is consistently looking into it.
1260507873529835500,Wed May 13 09:51:10 +0000 2020,@amarvani7 Hi there. We are sorry to hear that. Please share the registered email ID over the private message(link… https://t.co/BXPQBL8w47
1260506732133941200,Wed May 13 09:46:38 +0000 2020,@ankit_singhal48 Further, for orders to be delivered for more than 5km away, a distance fee has been levied so as t… https://t.co/GrEwzeotTG
1260506081890988000,Wed May 13 09:44:03 +0000 2020,@ankit_singhal48 Hi Ankit. The bracket "Taxes &amp; Charges", also include other charges such as delivery fees, packagi… https://t.co/Mxo787rD3p
1260505198541205500,Wed May 13 09:40:33 +0000 2020,@shaleen03 Hi Shaleem, please refer this thread: https://t.co/KsWidBQpNH
1260504375702597600,Wed May 13 09:37:16 +0000 2020,@AnamTweetie Hi there, please share your phone number over a private message and we'll reach out to you at the earl… https://t.co/z1GoXpVUVj
1260500259580625000,Wed May 13 09:20:55 +0000 2020,@Oogwae Hi Abhishek, sorry to hear that. Please send us your phone number over a private message. Our team will rea… https://t.co/eFLAvWk6s6
1260497352151965700,Wed May 13 09:09:22 +0000 2020,@pandit120798 We will look into it right away.
1260497030608310300,Wed May 13 09:08:05 +0000 2020,@sagar270921 Hi Sagar. We are sorry to hear about that. We'll immediately bring this to the notice of the restauran… https://t.co/m28FwG8g9v
1260494918100947000,Wed May 13 08:59:41 +0000 2020,@Deadly_rocks Hi there, apologies for the unpleasant experience. Thank you for sharing your order details. We are g… https://t.co/xUyDWMsJUu
1260494742145597400,Wed May 13 08:59:00 +0000 2020,@PravinLelin Hi Pravin, sorry to hear that. Please send us your phone number over a private message. Our team will… https://t.co/GeC938HgwC
1260494365409054700,Wed May 13 08:57:30 +0000 2020,@pandit120798 Hi Shubham. This sounds unpleasant. Please share the registered email ID over the private message(lin… https://t.co/4caPTudS3c
1260489862790238200,Wed May 13 08:39:36 +0000 2020,@ChannewarPrasad Hi there, if you have faced any such issue while ordering with us. Please share your registered em… https://t.co/kyXKa9KqA6
1260486516754743300,Wed May 13 08:26:18 +0000 2020,@VigneshGopi Hey Vignesh, sorry to hear that. Getting this checked for you.
1260482563191320600,Wed May 13 08:10:36 +0000 2020,@Susmita38993658 Hi Susmita, please share your phone number over a private message and we'll look into the same at… https://t.co/GHA8aclJuA
1260478904747335700,Wed May 13 07:56:04 +0000 2020,@sidsin_ Hi Sid, please share your phone number over a private message and we'll look into the same at the earliest… https://t.co/eD5d6HxvRH
1260474365235396600,Wed May 13 07:38:01 +0000 2020,@mbyechuri Hi Mahesh, you can place take away orders under the 'Self Pickup' section in your Zomato app. Please che… https://t.co/Zaw9JmQIVV
1260473020033925000,Wed May 13 07:32:41 +0000 2020,@manudandona2007 Hey there, we are working with our restaurant partners to ensure that meals only in proper packagi… https://t.co/EcHEE4DQ0z
1260469900298072000,Wed May 13 07:20:17 +0000 2020,@berges Please DM us for any further queries. (3/3)  https://t.co/jcTFuGSv2G
1260469843607896000,Wed May 13 07:20:03 +0000 2020,@berges These are dynamic charges applied on the basis of the restaurant a user chooses and the delivery destinatio… https://t.co/n8SmegVmY1
1260469714024829000,Wed May 13 07:19:32 +0000 2020,@berges Hi Berges. The "Taxes &amp; Charges” bracket is a combination of several components such as applicable taxes, d… https://t.co/sGprCEbIkU
1260468918159884300,Wed May 13 07:16:23 +0000 2020,@DrSanja25565885 Hi Sanjay, apologies for the unpleasant experience. Thank you for sharing your order details. We a… https://t.co/1VlSq8fpEd
1260468600282009600,Wed May 13 07:15:07 +0000 2020,@eUOouki5gn5ciYl Hi there, we have forwarded the same to our team so that this can be checked at the earliest.
1260468565393780700,Wed May 13 07:14:59 +0000 2020,@vallarapurajesh Hi Rajesh, while we don't govern the menu prices of the restaurant, we are aware of certain discre… https://t.co/P8eB4lMyU8
1260464267326820400,Wed May 13 06:57:54 +0000 2020,@MaheshJhajhria Hi Mahesh, apologies for the long hold. Getting this checked and updating you.
1260462893142880300,Wed May 13 06:52:26 +0000 2020,@dazler65 Hi Rajeev, we understand your concern. However, We've already investigated the matter and shared our conc… https://t.co/RPmMD4i83j
1260460332830646300,Wed May 13 06:42:16 +0000 2020,@SinhaPuri Hey Sarbajit, sorry to hear that. Can you please help us with your concerned order number via a private… https://t.co/dBq0AlmYdY
1260460278078214100,Wed May 13 06:42:03 +0000 2020,@hardeep1singh Hi Hardeep, please share your phone number over a private message and we'll look into the same at the earliest.
1260457203615613000,Wed May 13 06:29:50 +0000 2020,@shriyanssh Hi Shriyansh, apologies for the unpleasant experience. Thank you for sharing your order details. We are… https://t.co/94mSLBvWtz
1260455877460590600,Wed May 13 06:24:33 +0000 2020,@MrAR45725028 Hi Ahmad, please share your location over private message and we'll look into the same.  https://t.co/jcTFuGSv2G
1260453968607613000,Wed May 13 06:16:58 +0000 2020,@mukeshpurang Hi Mukesh! Seems like its a case of payment gateway failure! It usually takes 5-7 business days for t… https://t.co/6HLTKNQqGz
1260452914419634200,Wed May 13 06:12:47 +0000 2020,@Kund559Kumar Hi Kundan, We tried reaching out to you on the registered mobile number, however, the lines weren't c… https://t.co/qZmZYitmsP
1260451426066710500,Wed May 13 06:06:52 +0000 2020,@zomatocare Hi there, We tried reaching out to you on the registered mobile number, however, the lines weren't conn… https://t.co/vuIMovmTok
1260449341803769900,Wed May 13 05:58:35 +0000 2020,@Dave44335260 Hi Dave, apologies for the unpleasant experience. Thank you for sharing your order details. We are ge… https://t.co/e6DOF0MDgx
1260445291087569000,Wed May 13 05:42:29 +0000 2020,@sarcastic_dpk Hi Deepak, please share the restaurant's name and locality over private message and we'll get it rec… https://t.co/6w51LePiY8
1260441394361049000,Wed May 13 05:27:00 +0000 2020,@Kailash95567319 Hi Kailash, apologies for the unpleasant experience. Thank you for sharing your order details. We… https://t.co/OG7lCko4TT
1260440990915141600,Wed May 13 05:25:24 +0000 2020,@mariakanishii Hey there, can you please help us with your location details via a private message?  https://t.co/jcTFuGSv2G
1260440427636961300,Wed May 13 05:23:10 +0000 2020,@nneerajt Hey Neeraj, we intend to serve all our customers, however, due to COVID-19 our services are shut in some… https://t.co/ei7iZMR5yn
1260438163694276600,Wed May 13 05:14:10 +0000 2020,@Aditya333333 @FeedingIndia https://t.co/5bXNnAp8ai
1260437556547719200,Wed May 13 05:11:45 +0000 2020,@Unschackle Hi There, We tried reaching out to you on the registered mobile number, however, the lines weren't conn… https://t.co/huU95YyRSj
1260436831679758300,Wed May 13 05:08:53 +0000 2020,@SuyashSomani Hey Suyash, let us look into this and we'll get back to you with an update at the earliest possible.
1260436641270902800,Wed May 13 05:08:07 +0000 2020,@snakebaked Hi Shaktijit, please share your Res ID over private message so that we can look into the same.  https://t.co/jcTFuGSv2G
1260434439584338000,Wed May 13 04:59:22 +0000 2020,@yashlancers Hey Yash, please help us with your registered contact number via a private message so that we can look… https://t.co/QahDLVt9F2
1260433943620399000,Wed May 13 04:57:24 +0000 2020,@Abhijitmishra9 Hi Abhijit, we're sorry to hear that. We are constantly working to improve our service to you. Will… https://t.co/2DO7fMZV3E
1260433152583118800,Wed May 13 04:54:15 +0000 2020,@HaamidAkhtar3 Haamid, we've replied to you via DM. Please have a look.
1260432147460108300,Wed May 13 04:50:16 +0000 2020,@saikumarvasetti Hey Sai, the case has been thoroughly investigated and the final conclusion has been shared with y… https://t.co/IZECLXTHal
1260431574232940500,Wed May 13 04:47:59 +0000 2020,@rahul14s Hey Rahul, please read this blog: https://t.co/dCPSTqP2dl
1260429570685231000,Wed May 13 04:40:01 +0000 2020,@DEVINDER2000 Hey Dev, the case has been thoroughly investigated and the final conclusion has been shared with you.… https://t.co/pHlZ18E8RY
1260427451500462000,Wed May 13 04:31:36 +0000 2020,@vrajesh_modi Hey Vrajesh, sorry to hear that. Can you please help us with the concerned order number via a private… https://t.co/6LguCx6UJS
1260427008716296200,Wed May 13 04:29:51 +0000 2020,@iLuciferDevil1 Hey Lucifer, seems like an issue with the printing. Also, this is a merchant generated copy and mis… https://t.co/2RmHRPDKxC
1260423467666673700,Wed May 13 04:15:46 +0000 2020,@Kund559Kumar Hi Kundan, sorry to hear that. Please share your phone number over private message (link below), so t… https://t.co/geA4e4YeUC
1260422631754535000,Wed May 13 04:12:27 +0000 2020,@Abhi1Royal Hey Abhishek, our team is consistently working on your concern and will connect with you at the earliest possible.
1260420207224520700,Wed May 13 04:02:49 +0000 2020,@imkgaurav1 @Zomato @ZomatoIN Glad you liked it :) https://t.co/OOSYz4ru5c
1260416570913939500,Wed May 13 03:48:22 +0000 2020,@sar_amit86 We'll connect with you shortly for further discussion.
1260415668857589800,Wed May 13 03:44:47 +0000 2020,@RohitSr27471898 Hi Rohit, please share your phone number over private message &amp; we'll look into this asap. We also… https://t.co/f5xfJDEZEB
1260412952517230600,Wed May 13 03:33:59 +0000 2020,@sar_amit86 This is a merchant generated copy and therefore Delivery Charges are missing. The total bill matches in… https://t.co/KjC1e00xI6
